Date Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot
20230502 12:31:17.731 7 0 0 0 0 0 0 93 7 0 0 3900 7400 0 543 1 1.85 1.07 1.09 1 0
20230502 12:31:17.741 12 0 0 0 0 0 0 88 12 0 0 2400 8000 0 543 3 1.85 1.07 1.09 1 0
20230502 12:31:17.751 12 0 0 0 0 0 0 88 12 0 0 2700 7600 0 543 2 1.85 1.07 1.09 1 0
20230502 12:31:17.761 7 0 0 0 0 0 0 93 7 0 0 2000 7900 0 543 1 1.85 1.07 1.09 2 0
20230502 12:31:17.771 18 0 0 0 0 0 0 82 18 0 0 2400 4900 0 543 2 1.85 1.07 1.09 2 0
20230502 12:31:17.781 7 0 0 0 0 0 0 93 7 0 0 2200 4400 0 543 1 1.85 1.07 1.09 2 0
20230502 12:31:17.791 12 0 0 0 0 0 0 88 12 0 0 1700 900 0 543 1 1.85 1.07 1.09 1 0
20230502 12:31:17.801 6 0 0 0 0 0 0 94 6 0 0 900 400 0 543 1 1.85 1.07 1.09 1 0
20230502 12:31:17.811 7 0 0 0 0 0 0 93 7 0 0 1100 400 0 543 1 1.85 1.07 1.09 1 0
20230502 12:31:17.821 6 0 0 0 0 0 0 94 6 0 0 1000 400 0 543 1 1.85 1.07 1.09 1 0
20230502 12:31:17.831 6 0 0 0 0 0 0 94 6 0 0 1300 1600 0 543 1 1.85 1.07 1.09 1 0
20230502 12:31:17.841 12 0 0 0 0 0 0 88 12 0 0 1700 7600 0 543 2 1.85 1.07 1.09 1 0
20230502 12:31:17.851 18 0 0 0 0 0 0 82 18 0 0 2200 9400 0 543 1 1.85 1.07 1.09 1 0
20230502 12:31:17.861 7 0 0 0 0 0 0 93 7 0 0 2000 9800 0 543 2 1.85 1.07 1.09 1 0
